estacion,hora,dia_semana,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Buen Ayre,12,1,51.0000,55.0000,15.0000,36.0000,2.0000,53.0000,9.0000,38.0000
Ovidio Lagos,14,3,4.0000,70.0000,3.0000,1.0000,,70.0000,,69.0000
Amanecer,5,1,12.0000,12.0000,6.0000,6.0000,6.0000,6.0000,1.0000,11.0000
Dialogos,18,7,16.0000,15.0000,9.0000,7.0000,3.0000,12.0000,3.0000,11.0000
Quilmes,2,7,6.0000,12.0000,2.0000,4.0000,3.0000,9.0000,,10.0000
Congreso,7,1,40.0000,41.0000,21.0000,19.0000,10.0000,31.0000,6.0000,34.0000
AUBASA BA-LP,14,1,44.0000,33.0000,19.0000,25.0000,8.0000,25.0000,10.0000,22.0000
Alsina,6,3,25.0000,24.0000,13.0000,12.0000,3.0000,21.0000,3.0000,23.0000
Quilmes,18,3,13.0000,58.0000,2.0000,11.0000,6.0000,52.0000,1.0000,55.0000
Alvear,4,7,23.0000,36.0000,13.0000,10.0000,5.0000,31.0000,2.0000,26.0000
Laferrere,4,6,18.0000,2.0000,10.0000,8.0000,1.0000,1.0000,1.0000,2.0000
Florencio Varela,22,4,4.0000,4.0000,,4.0000,3.0000,1.0000,2.0000,4.0000
Dialogos,22,7,6.0000,12.0000,3.0000,3.0000,2.0000,10.0000,,7.0000
Del Tejar,4,2,4.0000,8.0000,1.0000,3.0000,2.0000,6.0000,,7.0000
Del Tejar,19,3,18.0000,53.0000,16.0000,2.0000,4.0000,49.0000,,44.0000
El Arco,20,3,12.0000,32.0000,8.0000,4.0000,,32.0000,2.0000,25.0000
Zarate Brazo Largo,20,7,19.0000,5.0000,10.0000,9.0000,3.0000,2.0000,5.0000,4.0000
Bonpland,21,6,16.0000,48.0000,9.0000,7.0000,1.0000,47.0000,,30.0000
Los Incas,2,5,2.0000,,,2.0000,,,,
Alvear,4,2,20.0000,18.0000,6.0000,14.0000,4.0000,14.0000,4.0000,16.0000
La Bandera,19,6,9.0000,100.0000,5.0000,4.0000,5.0000,95.0000,3.0000,100.0000
El Arco,6,4,27.0000,16.0000,14.0000,13.0000,1.0000,15.0000,5.0000,13.0000
Zarate Brazo Largo,7,7,101.0000,17.0000,43.0000,58.0000,5.0000,12.0000,24.0000,16.0000
Pilar,11,7,24.0000,30.0000,9.0000,15.0000,6.0000,24.0000,4.0000,27.0000
Olivos,22,7,7.0000,26.0000,7.0000,,8.0000,18.0000,,25.0000
Floresta,7,3,54.0000,33.0000,13.0000,41.0000,16.0000,17.0000,10.0000,30.0000
Centenera,6,1,15.0000,11.0000,7.0000,8.0000,1.0000,10.0000,2.0000,9.0000
Lima,4,1,71.0000,17.0000,25.0000,46.0000,5.0000,12.0000,19.0000,13.0000
CORS Alem,18,3,32.0000,,21.0000,11.0000,,,2.0000,
Pilar,15,6,9.0000,31.0000,5.0000,4.0000,3.0000,28.0000,,28.0000
Villa Luro,21,4,9.0000,33.0000,4.0000,5.0000,3.0000,30.0000,3.0000,27.0000
AUBASA BA-LP,14,7,59.0000,32.0000,15.0000,44.0000,4.0000,28.0000,21.0000,21.0000
Floresta,9,1,11.0000,15.0000,3.0000,8.0000,2.0000,13.0000,2.0000,10.0000
Alberdi,7,4,27.0000,,5.0000,22.0000,,,,
Del Tejar,1,2,7.0000,19.0000,4.0000,3.0000,7.0000,12.0000,,14.0000
Villa Luro,13,5,15.0000,52.0000,5.0000,10.0000,3.0000,49.0000,2.0000,39.0000
Olivos,21,1,6.0000,19.0000,6.0000,,2.0000,17.0000,,16.0000
El Club,1,3,13.0000,29.0000,3.0000,10.0000,1.0000,28.0000,2.0000,22.0000
Villa Luro,4,2,15.0000,6.0000,10.0000,5.0000,1.0000,5.0000,3.0000,3.0000
Bonpland,5,6,20.0000,33.0000,8.0000,12.0000,7.0000,26.0000,6.0000,28.0000
Cabildo,14,6,5.0000,13.0000,1.0000,4.0000,1.0000,12.0000,,13.0000
Floresta,0,1,3.0000,24.0000,2.0000,1.0000,5.0000,19.0000,,18.0000
Pilar,1,1,10.0000,12.0000,7.0000,3.0000,1.0000,11.0000,2.0000,7.0000
Alberdi,17,5,5.0000,,2.0000,3.0000,,,,
Emilio Castro,23,7,,5.0000,,,1.0000,4.0000,,4.0000
Dialogos,10,2,22.0000,30.0000,9.0000,13.0000,9.0000,21.0000,3.0000,26.0000
Gutierrez,3,1,15.0000,17.0000,6.0000,9.0000,8.0000,9.0000,2.0000,15.0000
Dialogos,8,1,18.0000,16.0000,12.0000,6.0000,5.0000,11.0000,,11.0000
Quilmes,14,5,2.0000,44.0000,1.0000,1.0000,7.0000,37.0000,,44.0000
Maipu,20,6,3.0000,13.0000,3.0000,,1.0000,12.0000,,13.0000
Villa Luro,13,7,21.0000,37.0000,7.0000,14.0000,5.0000,32.0000,1.0000,27.0000
Dialogos,1,4,3.0000,13.0000,3.0000,,4.0000,9.0000,,12.0000
Cabildo,10,2,13.0000,36.0000,5.0000,8.0000,1.0000,35.0000,,36.0000
Parque Sarmiento,2,2,1.0000,3.0000,1.0000,,,3.0000,,3.0000
Amanecer,0,7,6.0000,20.0000,2.0000,4.0000,1.0000,19.0000,1.0000,17.0000
Maipu,11,1,4.0000,28.0000,4.0000,,7.0000,21.0000,,27.0000
Zarate,3,7,15.0000,3.0000,5.0000,10.0000,,3.0000,,3.0000
Las Heras,23,3,8.0000,11.0000,2.0000,6.0000,1.0000,10.0000,3.0000,11.0000
Santa Fe,15,6,8.0000,2.0000,1.0000,7.0000,,2.0000,2.0000,2.0000
Del Tejar,0,6,6.0000,28.0000,3.0000,3.0000,1.0000,27.0000,,27.0000
Boulevard,4,5,4.0000,8.0000,1.0000,3.0000,,8.0000,3.0000,8.0000
Trelles,12,2,12.0000,26.0000,2.0000,10.0000,2.0000,24.0000,2.0000,21.0000
Alsina,19,4,21.0000,23.0000,4.0000,17.0000,3.0000,20.0000,2.0000,17.0000
Cabildo,9,6,21.0000,14.0000,7.0000,14.0000,3.0000,11.0000,,14.0000
Bulnes,19,5,4.0000,15.0000,2.0000,2.0000,1.0000,14.0000,,13.0000
Centenera,4,5,6.0000,8.0000,3.0000,3.0000,2.0000,6.0000,1.0000,8.0000
Zarate Brazo Largo,20,6,23.0000,9.0000,3.0000,20.0000,,9.0000,9.0000,6.0000
Floresta,0,6,4.0000,13.0000,2.0000,2.0000,1.0000,12.0000,,12.0000
Del Tejar,21,6,5.0000,12.0000,4.0000,1.0000,2.0000,10.0000,,11.0000
America,11,6,18.0000,59.0000,4.0000,14.0000,6.0000,53.0000,5.0000,42.0000
Cabildo,4,1,15.0000,3.0000,3.0000,12.0000,1.0000,2.0000,,3.0000
Congreso,20,2,5.0000,17.0000,,5.0000,1.0000,16.0000,1.0000,14.0000
Del Tejar,14,2,19.0000,59.0000,15.0000,4.0000,3.0000,56.0000,1.0000,43.0000
Bulnes,20,7,1.0000,12.0000,1.0000,,,12.0000,,10.0000
El Arco,17,2,25.0000,75.0000,10.0000,15.0000,2.0000,73.0000,11.0000,59.0000
El Club,23,4,14.0000,44.0000,6.0000,8.0000,4.0000,40.0000,,41.0000
Rosario Sur,17,5,6.0000,,1.0000,5.0000,,,,
Boulevard,5,7,6.0000,8.0000,5.0000,1.0000,1.0000,7.0000,1.0000,7.0000
Floresta,12,6,2.0000,15.0000,1.0000,1.0000,,15.0000,,13.0000
La Carmela,15,4,11.0000,17.0000,,11.0000,1.0000,16.0000,,17.0000
AUBASA LP-BA,21,5,18.0000,16.0000,7.0000,11.0000,,16.0000,5.0000,8.0000
Centenera,23,5,4.0000,1.0000,2.0000,2.0000,,1.0000,1.0000,1.0000
Florencio Varela,21,2,11.0000,11.0000,2.0000,9.0000,4.0000,7.0000,,11.0000
Cabildo,3,4,9.0000,2.0000,7.0000,2.0000,1.0000,1.0000,,2.0000
Centenera,13,1,3.0000,6.0000,3.0000,,3.0000,3.0000,,3.0000
Los Incas,23,7,3.0000,1.0000,,3.0000,,1.0000,,1.0000
Maschwitz,18,2,6.0000,,2.0000,4.0000,,,,
Floresta,3,6,5.0000,9.0000,,5.0000,1.0000,8.0000,2.0000,8.0000
Maschwitz,19,3,5.0000,,2.0000,3.0000,,,,
Emilio Castro,20,4,7.0000,16.0000,,7.0000,1.0000,15.0000,4.0000,15.0000
Olivos,1,2,3.0000,9.0000,3.0000,,4.0000,5.0000,,9.0000
Maipu,9,1,10.0000,10.0000,9.0000,1.0000,1.0000,9.0000,,10.0000
Florencio Varela,22,3,4.0000,16.0000,1.0000,3.0000,11.0000,5.0000,2.0000,16.0000
Luis Viale,23,4,3.0000,23.0000,1.0000,2.0000,4.0000,19.0000,,17.0000
CORS Alem,11,7,13.0000,,5.0000,8.0000,,,3.0000,
Rivadavia,10,7,5.0000,,3.0000,2.0000,,,,
Gutierrez,19,7,5.0000,28.0000,1.0000,4.0000,4.0000,24.0000,1.0000,21.0000
Villa Allende,5,6,,2.0000,,,,2.0000,,
Floresta,14,7,5.0000,12.0000,1.0000,4.0000,2.0000,10.0000,,11.0000
Zarate,20,1,4.0000,5.0000,3.0000,1.0000,4.0000,1.0000,,5.0000
Gutierrez,23,1,9.0000,24.0000,3.0000,6.0000,3.0000,21.0000,,21.0000
Rosario Sur,9,3,5.0000,,1.0000,4.0000,,,,
Emilio Castro,4,3,6.0000,23.0000,5.0000,1.0000,,23.0000,1.0000,23.0000
Dialogos,23,4,10.0000,2.0000,9.0000,1.0000,1.0000,1.0000,1.0000,2.0000
La Carmela,14,3,10.0000,9.0000,2.0000,8.0000,,9.0000,,9.0000
Centenera,3,6,7.0000,4.0000,4.0000,3.0000,4.0000,,,4.0000
Los Incas,20,4,8.0000,2.0000,4.0000,4.0000,,2.0000,,2.0000
San Isidro,21,4,8.0000,5.0000,1.0000,7.0000,,5.0000,1.0000,5.0000
Olivos,22,4,1.0000,10.0000,1.0000,,1.0000,9.0000,,10.0000
Floresta,21,5,4.0000,11.0000,2.0000,2.0000,5.0000,6.0000,1.0000,11.0000
Cabildo,5,7,4.0000,4.0000,4.0000,,,4.0000,,4.0000
Boulevard,1,2,,3.0000,,,1.0000,2.0000,,3.0000
Santa Fe,12,7,8.0000,2.0000,2.0000,6.0000,,2.0000,3.0000,1.0000
El Arco,4,4,10.0000,2.0000,2.0000,8.0000,,2.0000,8.0000,2.0000
Rosario Sur,10,6,7.0000,,4.0000,3.0000,,,,
Maschwitz,2,5,2.0000,,1.0000,1.0000,,,,
Rosario Sur,21,2,2.0000,,2.0000,,,,,
CORS EVENTOS,19,2,4.0000,,,4.0000,,,,
Maschwitz,3,4,3.0000,,2.0000,1.0000,,,,
Rivadavia,17,3,3.0000,,,3.0000,,,,
Villa Allende,3,6,,1.0000,,,,1.0000,,1.0000
Rosario Sur,15,3,1.0000,,,1.0000,,,,
OPERADOR LOGISTICO 2,11,6,,54.0000,,,,54.0000,,54.0000
Rivadavia,19,2,1.0000,,1.0000,,,,,
La Bandera,4,5,,2.0000,,,,2.0000,,1.0000
CORS EVENTOS,14,7,2.0000,,,2.0000,,,,
Rivadavia,7,7,2.0000,,,2.0000,,,,
Rosario Sur,0,2,1.0000,,,1.0000,,,,
El Arco,9,6,30.0000,80.0000,21.0000,9.0000,5.0000,75.0000,5.0000,57.0000
La Bandera,19,1,3.0000,124.0000,,3.0000,5.0000,119.0000,2.0000,124.0000
Gutierrez,15,1,16.0000,30.0000,8.0000,8.0000,5.0000,25.0000,1.0000,21.0000
Maipu,0,1,13.0000,58.0000,13.0000,,7.0000,51.0000,,48.0000
Gral Paz Capital,6,7,154.0000,48.0000,96.0000,58.0000,14.0000,34.0000,12.0000,46.0000
Pilar,1,2,4.0000,4.0000,3.0000,1.0000,,4.0000,,4.0000
Gral Paz Provincia,10,1,88.0000,87.0000,40.0000,48.0000,8.0000,79.0000,12.0000,54.0000
La Carmela,8,2,36.0000,37.0000,20.0000,16.0000,4.0000,33.0000,,36.0000
Buen Ayre,10,2,137.0000,188.0000,59.0000,78.0000,37.0000,151.0000,16.0000,132.0000
El Club,14,4,64.0000,179.0000,16.0000,48.0000,9.0000,170.0000,6.0000,147.0000
Buen Ayre,13,5,44.0000,128.0000,14.0000,30.0000,3.0000,125.0000,8.0000,72.0000
Zarate Brazo Largo,2,6,14.0000,3.0000,3.0000,11.0000,1.0000,2.0000,3.0000,3.0000
Villa Luro,8,1,31.0000,32.0000,16.0000,15.0000,3.0000,29.0000,3.0000,19.0000
Congreso,8,1,39.0000,23.0000,19.0000,20.0000,6.0000,17.0000,3.0000,20.0000
Congreso,13,6,11.0000,36.0000,6.0000,5.0000,5.0000,31.0000,1.0000,26.0000
Gral Paz Provincia,20,2,16.0000,51.0000,5.0000,11.0000,5.0000,46.0000,,36.0000
Buen Ayre,7,4,205.0000,94.0000,101.0000,104.0000,23.0000,71.0000,24.0000,68.0000
Gral Paz Capital,13,5,19.0000,80.0000,11.0000,8.0000,7.0000,73.0000,1.0000,66.0000
Bonpland,18,5,29.0000,90.0000,9.0000,20.0000,11.0000,79.0000,3.0000,75.0000
Arroyo Seco,1,2,139.0000,40.0000,69.0000,70.0000,18.0000,22.0000,38.0000,38.0000
Florencio Varela,8,6,78.0000,70.0000,49.0000,29.0000,4.0000,66.0000,9.0000,43.0000
Santa Fe,6,1,12.0000,6.0000,6.0000,6.0000,1.0000,5.0000,4.0000,3.0000
Los Incas,8,5,57.0000,,24.0000,33.0000,,,,
Boulevard,12,3,11.0000,63.0000,5.0000,6.0000,1.0000,62.0000,3.0000,55.0000
Santa Rita,4,4,15.0000,9.0000,14.0000,1.0000,2.0000,7.0000,,9.0000
Garay,15,4,21.0000,54.0000,4.0000,17.0000,1.0000,53.0000,11.0000,39.0000
Buen Ayre,20,7,31.0000,59.0000,13.0000,18.0000,9.0000,50.0000,3.0000,44.0000
Luis Viale,17,7,9.0000,52.0000,4.0000,5.0000,,52.0000,3.0000,22.0000
Garay,22,3,7.0000,33.0000,1.0000,6.0000,2.0000,31.0000,,22.0000
Las Heras,18,5,34.0000,32.0000,10.0000,24.0000,,32.0000,12.0000,32.0000
AUBASA LP-BA,23,2,23.0000,6.0000,4.0000,19.0000,,6.0000,5.0000,4.0000
Gral Paz Provincia,5,3,87.0000,21.0000,24.0000,63.0000,3.0000,18.0000,25.0000,16.0000
Arroyo Seco,6,3,318.0000,39.0000,214.0000,104.0000,15.0000,24.0000,38.0000,30.0000
Alsina,6,6,21.0000,25.0000,12.0000,9.0000,7.0000,18.0000,3.0000,23.0000
La Carmela,14,5,5.0000,10.0000,1.0000,4.0000,1.0000,9.0000,,10.0000
Del Tejar,14,1,11.0000,22.0000,6.0000,5.0000,2.0000,20.0000,1.0000,18.0000
Gral Paz Capital,7,3,131.0000,44.0000,72.0000,59.0000,4.0000,40.0000,19.0000,30.0000
La Bandera,16,5,10.0000,125.0000,5.0000,5.0000,3.0000,122.0000,1.0000,125.0000
Las Heras,0,7,13.0000,14.0000,1.0000,12.0000,4.0000,10.0000,5.0000,14.0000
Congreso,0,1,20.0000,27.0000,6.0000,14.0000,1.0000,26.0000,5.0000,24.0000
El Club,10,1,91.0000,80.0000,34.0000,57.0000,10.0000,70.0000,22.0000,56.0000
San Isidro,11,7,32.0000,66.0000,11.0000,21.0000,8.0000,58.0000,5.0000,49.0000
Fisherton,16,6,12.0000,175.0000,3.0000,9.0000,2.0000,173.0000,,174.0000
Alberdi,1,3,1.0000,,,1.0000,,,,
Garay,20,1,9.0000,56.0000,3.0000,6.0000,9.0000,47.0000,2.0000,31.0000
Maschwitz,9,5,30.0000,,17.0000,13.0000,,,,
La Bandera,11,3,16.0000,165.0000,5.0000,11.0000,6.0000,159.0000,11.0000,164.0000
Amanecer,4,4,12.0000,5.0000,3.0000,9.0000,2.0000,3.0000,3.0000,5.0000
El Club,9,1,52.0000,102.0000,17.0000,35.0000,20.0000,82.0000,10.0000,80.0000
Emilio Castro,6,2,23.0000,9.0000,10.0000,13.0000,,9.0000,1.0000,9.0000
AUBASA BA-LP,8,3,170.0000,69.0000,90.0000,80.0000,20.0000,49.0000,29.0000,54.0000
Bulnes,12,5,6.0000,38.0000,1.0000,5.0000,1.0000,37.0000,,28.0000
Congreso,6,3,31.0000,106.0000,13.0000,18.0000,34.0000,72.0000,3.0000,90.0000
AUBASA BA-LP,10,6,163.0000,75.0000,66.0000,97.0000,4.0000,71.0000,28.0000,59.0000
Santa Fe,19,5,2.0000,7.0000,1.0000,1.0000,,7.0000,,4.0000
Congreso,19,3,22.0000,31.0000,11.0000,11.0000,4.0000,27.0000,1.0000,25.0000
Villa Allende,16,4,5.0000,72.0000,,5.0000,,72.0000,3.0000,57.0000
Amanecer,8,2,72.0000,81.0000,41.0000,31.0000,17.0000,64.0000,8.0000,70.0000
La Carmela,2,1,13.0000,3.0000,5.0000,8.0000,,3.0000,,3.0000
Maipu,21,4,5.0000,14.0000,4.0000,1.0000,3.0000,11.0000,,14.0000
Parque Sarmiento,1,6,3.0000,7.0000,1.0000,2.0000,1.0000,6.0000,,7.0000
El Arco,18,6,18.0000,73.0000,9.0000,9.0000,2.0000,71.0000,6.0000,58.0000
Garay,23,1,9.0000,36.0000,5.0000,4.0000,2.0000,34.0000,2.0000,27.0000
Alsina,1,6,7.0000,37.0000,6.0000,1.0000,3.0000,34.0000,,31.0000
Olivos,6,5,32.0000,24.0000,18.0000,14.0000,10.0000,14.0000,1.0000,24.0000
Los Incas,10,7,17.0000,2.0000,6.0000,11.0000,,2.0000,,2.0000
Laferrere,6,6,23.0000,16.0000,8.0000,15.0000,4.0000,12.0000,3.0000,16.0000
Alsina,23,6,13.0000,40.0000,11.0000,2.0000,3.0000,37.0000,,37.0000
Fisherton,5,1,17.0000,44.0000,9.0000,8.0000,4.0000,40.0000,7.0000,34.0000
Gral Paz Capital,6,5,129.0000,46.0000,73.0000,56.0000,7.0000,39.0000,17.0000,41.0000
El Club,9,4,100.0000,144.0000,45.0000,55.0000,28.0000,116.0000,11.0000,103.0000
Fisherton,9,4,50.0000,263.0000,25.0000,25.0000,4.0000,259.0000,7.0000,261.0000
Gral Paz Capital,15,1,20.0000,51.0000,9.0000,11.0000,2.0000,49.0000,5.0000,43.0000
Parque Sarmiento,8,4,44.0000,63.0000,15.0000,29.0000,9.0000,54.0000,7.0000,51.0000
La Bandera,11,7,14.0000,103.0000,4.0000,10.0000,4.0000,99.0000,9.0000,103.0000
Dialogos,9,5,41.0000,25.0000,30.0000,11.0000,8.0000,17.0000,5.0000,22.0000
Ovidio Lagos,6,7,18.0000,23.0000,4.0000,14.0000,2.0000,21.0000,1.0000,23.0000
Arroyo Seco,7,2,303.0000,77.0000,184.0000,119.0000,27.0000,50.0000,36.0000,62.0000
Emilio Castro,12,4,13.0000,10.0000,6.0000,7.0000,,10.0000,3.0000,10.0000
Buen Ayre,12,2,58.0000,114.0000,21.0000,37.0000,7.0000,107.0000,4.0000,88.0000
Alvear,0,1,36.0000,96.0000,18.0000,18.0000,9.0000,87.0000,6.0000,80.0000
Santa Fe,11,2,14.0000,8.0000,3.0000,11.0000,1.0000,7.0000,8.0000,6.0000
Arroyo Seco,22,2,56.0000,37.0000,27.0000,29.0000,7.0000,30.0000,10.0000,29.0000
Alsina,22,3,11.0000,29.0000,8.0000,3.0000,2.0000,27.0000,,27.0000
Luis Viale,10,6,32.0000,142.0000,14.0000,18.0000,5.0000,137.0000,7.0000,89.0000
Alvear,8,3,107.0000,162.0000,62.0000,45.0000,48.0000,114.0000,10.0000,129.0000
Zarate Brazo Largo,23,1,18.0000,1.0000,7.0000,11.0000,,1.0000,6.0000,
Luis Viale,15,6,18.0000,38.0000,2.0000,16.0000,,38.0000,1.0000,22.0000
Alsina,3,1,21.0000,38.0000,15.0000,6.0000,6.0000,32.0000,,36.0000
Dialogos,5,5,16.0000,10.0000,10.0000,6.0000,4.0000,6.0000,3.0000,7.0000
Santa Rita,9,2,20.0000,54.0000,9.0000,11.0000,9.0000,45.0000,5.0000,46.0000
Olivos,15,2,17.0000,49.0000,15.0000,2.0000,11.0000,38.0000,,38.0000
Centenera,7,3,89.0000,22.0000,55.0000,34.0000,1.0000,21.0000,11.0000,13.0000
Gral Paz Capital,10,2,116.0000,136.0000,48.0000,68.0000,4.0000,132.0000,13.0000,98.0000
Gral Paz Provincia,16,4,35.0000,109.0000,13.0000,22.0000,6.0000,103.0000,7.0000,79.0000
Alvear,23,5,26.0000,42.0000,12.0000,14.0000,7.0000,35.0000,6.0000,34.0000
Centenera,13,3,7.0000,31.0000,3.0000,4.0000,3.0000,28.0000,3.0000,17.0000
Emilio Castro,11,1,11.0000,14.0000,3.0000,8.0000,4.0000,10.0000,1.0000,13.0000
La Bandera,8,3,37.0000,89.0000,14.0000,23.0000,16.0000,73.0000,21.0000,89.0000
Gral Paz Provincia,5,2,99.0000,33.0000,45.0000,54.0000,5.0000,28.0000,16.0000,21.0000
El Arco,8,3,34.0000,107.0000,15.0000,19.0000,4.0000,103.0000,13.0000,77.0000
Ovidio Lagos,10,1,30.0000,67.0000,9.0000,21.0000,4.0000,63.0000,,67.0000
AUBASA LP-BA,8,2,232.0000,68.0000,97.0000,135.0000,4.0000,64.0000,18.0000,53.0000
Bonpland,23,6,22.0000,82.0000,10.0000,12.0000,11.0000,71.0000,3.0000,58.0000
Floresta,15,7,9.0000,24.0000,3.0000,6.0000,2.0000,22.0000,1.0000,20.0000
AUBASA BA-LP,13,7,56.0000,60.0000,16.0000,40.0000,7.0000,53.0000,10.0000,47.0000
Luis Viale,6,2,28.0000,49.0000,19.0000,9.0000,34.0000,15.0000,5.0000,45.0000
Boulevard,14,2,10.0000,88.0000,4.0000,6.0000,2.0000,86.0000,1.0000,76.0000
AUBASA LP-BA,19,6,53.0000,42.0000,23.0000,30.0000,7.0000,35.0000,8.0000,34.0000
Gral Paz Provincia,10,5,113.0000,134.0000,48.0000,65.0000,11.0000,123.0000,13.0000,99.0000
La Carmela,18,4,12.0000,8.0000,6.0000,6.0000,1.0000,7.0000,,8.0000
Boulevard,8,5,39.0000,60.0000,26.0000,13.0000,7.0000,53.0000,4.0000,53.0000
Trelles,15,7,6.0000,20.0000,3.0000,3.0000,,20.0000,,16.0000
Cabildo,19,5,7.0000,10.0000,1.0000,6.0000,,10.0000,,10.0000
Ovidio Lagos,14,4,6.0000,91.0000,2.0000,4.0000,,91.0000,,90.0000
La Carmela,6,7,47.0000,27.0000,27.0000,20.0000,10.0000,17.0000,2.0000,27.0000
Gral Paz Provincia,13,4,20.0000,96.0000,9.0000,11.0000,5.0000,91.0000,2.0000,68.0000
CORS Alem,15,5,92.0000,,34.0000,58.0000,,,13.0000,
Gral Paz Provincia,16,1,29.0000,79.0000,9.0000,20.0000,11.0000,68.0000,7.0000,61.0000
Zarate Brazo Largo,11,2,14.0000,40.0000,5.0000,9.0000,3.0000,37.0000,6.0000,31.0000
Buen Ayre,17,4,77.0000,133.0000,31.0000,46.0000,19.0000,114.0000,3.0000,99.0000
Gral Paz Provincia,0,7,33.0000,75.0000,12.0000,21.0000,12.0000,63.0000,8.0000,64.0000
Centenera,6,4,43.0000,12.0000,29.0000,14.0000,3.0000,9.0000,9.0000,9.0000
Gral Paz Capital,6,4,125.0000,36.0000,87.0000,38.0000,8.0000,28.0000,13.0000,33.0000
Las Heras,20,2,8.0000,26.0000,1.0000,7.0000,,26.0000,1.0000,26.0000
Gral Paz Capital,15,5,40.0000,112.0000,10.0000,30.0000,5.0000,107.0000,1.0000,85.0000
Maipu,21,2,7.0000,22.0000,7.0000,,6.0000,16.0000,,22.0000
Bonpland,12,5,20.0000,91.0000,10.0000,10.0000,7.0000,84.0000,1.0000,62.0000
Emilio Castro,6,3,25.0000,17.0000,11.0000,14.0000,3.0000,14.0000,3.0000,17.0000
La Bandera,12,2,21.0000,119.0000,6.0000,15.0000,5.0000,114.0000,15.0000,119.0000
Ovidio Lagos,5,7,11.0000,19.0000,,11.0000,2.0000,17.0000,,19.0000
Santa Rita,4,7,12.0000,11.0000,9.0000,3.0000,5.0000,6.0000,1.0000,11.0000
Zarate Brazo Largo,6,6,43.0000,17.0000,21.0000,22.0000,6.0000,11.0000,12.0000,14.0000
CORS Alem,16,4,55.0000,,23.0000,32.0000,,,9.0000,
Luis Viale,17,4,11.0000,83.0000,1.0000,10.0000,1.0000,82.0000,2.0000,42.0000
Luis Viale,13,3,5.0000,47.0000,,5.0000,1.0000,46.0000,2.0000,29.0000
El Arco,12,6,10.0000,53.0000,3.0000,7.0000,3.0000,50.0000,6.0000,48.0000
San Isidro,12,2,20.0000,50.0000,9.0000,11.0000,,50.0000,,40.0000
Los Incas,9,6,32.0000,2.0000,13.0000,19.0000,,2.0000,,2.0000
Las Heras,9,5,55.0000,60.0000,22.0000,33.0000,7.0000,53.0000,21.0000,60.0000
El Club,20,2,22.0000,66.0000,9.0000,13.0000,16.0000,50.0000,1.0000,57.0000
Parque Sarmiento,22,6,4.0000,13.0000,3.0000,1.0000,2.0000,11.0000,,11.0000
Congreso,14,3,16.0000,41.0000,4.0000,12.0000,2.0000,39.0000,4.0000,31.0000
Quilmes,7,7,30.0000,39.0000,4.0000,26.0000,20.0000,19.0000,,39.0000
Bonpland,19,4,11.0000,61.0000,7.0000,4.0000,7.0000,54.0000,1.0000,46.0000
Centenera,11,4,19.0000,46.0000,9.0000,10.0000,3.0000,43.0000,3.0000,26.0000
Trelles,14,5,12.0000,21.0000,4.0000,8.0000,2.0000,19.0000,2.0000,15.0000
Trelles,17,1,15.0000,25.0000,4.0000,11.0000,4.0000,21.0000,,20.0000
Gutierrez,5,4,20.0000,13.0000,7.0000,13.0000,3.0000,10.0000,1.0000,11.0000
El Arco,22,5,2.0000,35.0000,,2.0000,2.0000,33.0000,2.0000,28.0000
Alsina,2,1,21.0000,50.0000,17.0000,4.0000,12.0000,38.0000,,45.0000
AUBASA LP-BA,16,4,77.0000,91.0000,30.0000,47.0000,7.0000,84.0000,9.0000,63.0000
Laferrere,9,5,28.0000,23.0000,9.0000,19.0000,2.0000,21.0000,4.0000,23.0000
Santa Fe,11,1,15.0000,1.0000,6.0000,9.0000,,1.0000,2.0000,
Gral Paz Capital,13,2,22.0000,68.0000,10.0000,12.0000,3.0000,65.0000,5.0000,55.0000
San Isidro,16,6,16.0000,81.0000,6.0000,10.0000,5.0000,76.0000,2.0000,62.0000
CORS Alem,8,7,22.0000,,7.0000,15.0000,,,3.0000,
Alsina,5,5,21.0000,9.0000,15.0000,6.0000,3.0000,6.0000,,8.0000
Cabildo,16,3,12.0000,23.0000,7.0000,5.0000,3.0000,20.0000,,23.0000
Congreso,18,1,12.0000,28.0000,8.0000,4.0000,3.0000,25.0000,1.0000,27.0000
Alsina,11,6,22.0000,39.0000,9.0000,13.0000,5.0000,34.0000,3.0000,35.0000
Villa Allende,13,6,6.0000,39.0000,2.0000,4.0000,,39.0000,1.0000,33.0000
Floresta,16,4,6.0000,21.0000,3.0000,3.0000,1.0000,20.0000,2.0000,18.0000
San Isidro,7,6,97.0000,57.0000,63.0000,34.0000,7.0000,50.0000,3.0000,47.0000
Parque Sarmiento,7,5,45.0000,43.0000,21.0000,24.0000,8.0000,35.0000,5.0000,37.0000
Amanecer,17,4,32.0000,51.0000,13.0000,19.0000,5.0000,46.0000,2.0000,44.0000
Olivos,14,2,16.0000,26.0000,15.0000,1.0000,6.0000,20.0000,,24.0000
San Isidro,6,2,23.0000,137.0000,13.0000,10.0000,8.0000,129.0000,,133.0000
Parque Sarmiento,5,5,11.0000,38.0000,1.0000,10.0000,,38.0000,2.0000,38.0000
