estacion,hora,dia_semana,q_cafes_llevar_algo,q_cafes_local_algo,q_cafes_llevar_algo_leche,q_cafes_llevar_algo_otros,q_cafes_local_algo_leche,q_cafes_local_algo_otros
CORS EVENTOS,11,7,,,,,,
CASTROL MELI,13,3,,,,,,
CORS EVENTOS,12,2,1.0000,,,1.0000,,
CASTROL MELI,0,5,,,,,,
Zarate,9,4,165.0000,111.0000,100.0000,65.0000,57.0000,54.0000
Santa Fe,13,4,19.0000,3.0000,4.0000,15.0000,1.0000,2.0000
Garay,12,5,55.0000,157.0000,18.0000,37.0000,46.0000,111.0000
Amanecer,8,6,289.0000,387.0000,172.0000,117.0000,163.0000,224.0000
Zarate Brazo Largo,15,6,140.0000,141.0000,55.0000,85.0000,32.0000,109.0000
La Carmela,18,6,57.0000,53.0000,43.0000,14.0000,18.0000,35.0000
El Arco,23,6,16.0000,67.0000,1.0000,15.0000,10.0000,57.0000
AUBASA BA-LP,11,7,648.0000,889.0000,289.0000,359.0000,310.0000,579.0000
Arroyo Seco,20,7,294.0000,299.0000,154.0000,140.0000,167.0000,132.0000
Ovidio Lagos,13,1,10.0000,82.0000,4.0000,6.0000,10.0000,72.0000
Boulevard,13,1,17.0000,75.0000,7.0000,10.0000,13.0000,62.0000
Zarate Brazo Largo,10,2,191.0000,320.0000,96.0000,95.0000,130.0000,190.0000
Alvear,16,2,108.0000,469.0000,45.0000,63.0000,137.0000,332.0000
Villa Luro,17,2,80.0000,345.0000,45.0000,35.0000,123.0000,222.0000
Gral Paz Provincia,21,2,52.0000,79.0000,14.0000,38.0000,25.0000,54.0000
Rivadavia,9,3,6.0000,,4.0000,2.0000,,
Quilmes,10,3,188.0000,397.0000,9.0000,179.0000,174.0000,223.0000
Luis Viale,18,4,127.0000,279.0000,36.0000,91.0000,50.0000,229.0000
AUBASA BA-LP,15,5,323.0000,386.0000,108.0000,215.0000,123.0000,263.0000
Bulnes,17,5,18.0000,145.0000,7.0000,11.0000,25.0000,120.0000
Emilio Castro,19,3,25.0000,66.0000,9.0000,16.0000,14.0000,52.0000
Garay,6,7,109.0000,163.0000,69.0000,40.0000,64.0000,99.0000
Boulevard,4,2,7.0000,6.0000,2.0000,5.0000,4.0000,2.0000
Pilar,13,2,24.0000,93.0000,17.0000,7.0000,53.0000,40.0000
Congreso,5,5,45.0000,20.0000,24.0000,21.0000,6.0000,14.0000
Maipu,8,6,67.0000,159.0000,62.0000,5.0000,58.0000,101.0000
Emilio Castro,3,7,41.0000,26.0000,32.0000,9.0000,7.0000,19.0000
Alvear,3,7,73.0000,181.0000,31.0000,42.0000,51.0000,130.0000
Bonpland,6,7,104.0000,268.0000,40.0000,64.0000,139.0000,129.0000
Villa Allende,18,3,28.0000,265.0000,7.0000,21.0000,67.0000,198.0000
Anchorena,23,3,,,,,,
El Club,8,6,372.0000,905.0000,194.0000,178.0000,366.0000,539.0000
La Bandera,13,7,19.0000,123.0000,12.0000,7.0000,25.0000,98.0000
America,3,6,16.0000,46.0000,10.0000,6.0000,7.0000,39.0000
Gutierrez,4,3,41.0000,34.0000,16.0000,25.0000,24.0000,10.0000
Parque Sarmiento,6,1,53.0000,65.0000,19.0000,34.0000,20.0000,45.0000
Alberdi,6,3,33.0000,,7.0000,26.0000,,
Alberdi,7,1,26.0000,,14.0000,12.0000,,
CORS EVENTOS,18,2,1.0000,,,1.0000,,
Laferrere,3,5,5.0000,16.0000,3.0000,2.0000,14.0000,2.0000
Fisherton,5,5,66.0000,86.0000,34.0000,32.0000,33.0000,53.0000
Santa Rita,0,4,6.0000,31.0000,6.0000,,13.0000,18.0000
Las Heras,5,5,79.0000,47.0000,33.0000,46.0000,16.0000,31.0000
Los Incas,6,1,37.0000,1.0000,24.0000,13.0000,1.0000,
Mitre,4,7,,,,,,
San Isidro,11,5,150.0000,443.0000,62.0000,88.0000,122.0000,321.0000
Fisherton,12,5,55.0000,359.0000,21.0000,34.0000,2.0000,357.0000
Arroyo Seco,12,6,538.0000,707.0000,250.0000,288.0000,247.0000,460.0000
Los Incas,16,6,23.0000,,12.0000,11.0000,,
Luis Viale,0,7,25.0000,75.0000,9.0000,16.0000,12.0000,63.0000
AUBASA BA-LP,7,7,838.0000,810.0000,468.0000,370.0000,434.0000,376.0000
AUBASA LP-BA,13,7,145.0000,161.0000,45.0000,100.0000,37.0000,124.0000
Arroyo Seco,13,7,489.0000,556.0000,254.0000,235.0000,195.0000,361.0000
Santa Rita,2,1,29.0000,41.0000,24.0000,5.0000,20.0000,21.0000
Laferrere,3,1,20.0000,80.0000,8.0000,12.0000,43.0000,37.0000
Lima,14,1,444.0000,502.0000,173.0000,271.0000,140.0000,362.0000
Gral Paz Provincia,17,1,151.0000,437.0000,71.0000,80.0000,163.0000,274.0000
Bulnes,8,2,76.0000,237.0000,34.0000,42.0000,51.0000,186.0000
Gral Paz Provincia,11,2,315.0000,481.0000,156.0000,159.0000,189.0000,292.0000
La Carmela,21,2,11.0000,14.0000,7.0000,4.0000,4.0000,10.0000
Bonpland,0,3,22.0000,100.0000,8.0000,14.0000,27.0000,73.0000
Las Heras,10,3,97.0000,201.0000,41.0000,56.0000,62.0000,139.0000
Dialogos,11,3,53.0000,160.0000,36.0000,17.0000,82.0000,78.0000
Luis Viale,22,3,14.0000,41.0000,2.0000,12.0000,6.0000,35.0000
Villa Allende,4,4,,,,,,
Arroyo Seco,0,5,177.0000,129.0000,85.0000,92.0000,69.0000,60.0000
Santa Fe,7,5,93.0000,43.0000,33.0000,60.0000,15.0000,28.0000
Amanecer,12,5,76.0000,178.0000,45.0000,31.0000,42.0000,136.0000
Del Tejar,2,7,20.0000,81.0000,12.0000,8.0000,29.0000,52.0000
Bonpland,23,7,46.0000,186.0000,17.0000,29.0000,44.0000,142.0000
Villa Allende,6,1,56.0000,96.0000,10.0000,46.0000,15.0000,81.0000
El Arco,7,2,171.0000,269.0000,86.0000,85.0000,84.0000,185.0000
Ovidio Lagos,9,2,68.0000,350.0000,20.0000,48.0000,79.0000,271.0000
Laferrere,16,4,22.0000,55.0000,10.0000,12.0000,11.0000,44.0000
Del Tejar,21,1,13.0000,51.0000,5.0000,8.0000,13.0000,38.0000
Fisherton,9,3,139.0000,745.0000,72.0000,67.0000,30.0000,715.0000
Parque Sarmiento,13,3,21.0000,86.0000,10.0000,11.0000,18.0000,68.0000
Alberdi,14,3,10.0000,,6.0000,4.0000,,
Maschwitz,1,5,3.0000,,1.0000,2.0000,,
Emilio Castro,7,6,224.0000,126.0000,122.0000,102.0000,35.0000,91.0000
San Isidro,16,1,45.0000,86.0000,21.0000,24.0000,17.0000,69.0000
Parque Sarmiento,17,1,53.0000,144.0000,20.0000,33.0000,31.0000,113.0000
El Arco,2,1,40.0000,84.0000,11.0000,29.0000,15.0000,69.0000
Florencio Varela,7,1,104.0000,193.0000,63.0000,41.0000,103.0000,90.0000
Santa Rita,8,3,108.0000,257.0000,58.0000,50.0000,127.0000,130.0000
America,21,5,12.0000,56.0000,5.0000,7.0000,8.0000,48.0000
La Bandera,7,3,136.0000,385.0000,50.0000,86.0000,185.0000,200.0000
La Bandera,3,1,5.0000,15.0000,1.0000,4.0000,2.0000,13.0000
Alberdi,4,4,4.0000,,3.0000,1.0000,,
Centenera,9,5,202.0000,268.0000,133.0000,69.0000,102.0000,166.0000
Los Incas,15,5,27.0000,1.0000,11.0000,16.0000,,1.0000
Centenera,17,5,35.0000,136.0000,20.0000,15.0000,30.0000,106.0000
Arroyo Seco,21,5,218.0000,189.0000,110.0000,108.0000,102.0000,87.0000
Anchorena,2,6,,,,,,
Bulnes,13,6,11.0000,75.0000,4.0000,7.0000,3.0000,72.0000
El Arco,17,6,83.0000,245.0000,43.0000,40.0000,75.0000,170.0000
Garay,23,6,26.0000,60.0000,11.0000,15.0000,8.0000,52.0000
Arroyo Seco,3,1,276.0000,228.0000,138.0000,138.0000,115.0000,113.0000
San Isidro,9,1,141.0000,219.0000,60.0000,81.0000,80.0000,139.0000
Mitre,10,1,,,,,,
Bulnes,11,1,21.0000,88.0000,6.0000,15.0000,18.0000,70.0000
Gutierrez,12,2,30.0000,127.0000,13.0000,17.0000,55.0000,72.0000
Ovidio Lagos,9,3,44.0000,333.0000,12.0000,32.0000,90.0000,243.0000
Rosario Sur,13,3,6.0000,,2.0000,4.0000,,
Pilar,5,4,144.0000,74.0000,61.0000,83.0000,19.0000,55.0000
Trelles,6,4,125.0000,153.0000,53.0000,72.0000,42.0000,111.0000
La Bandera,0,7,4.0000,32.0000,,4.0000,3.0000,29.0000
Villa Luro,9,7,256.0000,489.0000,141.0000,115.0000,205.0000,284.0000
Maipu,10,7,56.0000,210.0000,53.0000,3.0000,53.0000,157.0000
Boulevard,13,7,23.0000,146.0000,12.0000,11.0000,27.0000,119.0000
Gral Paz Provincia,22,7,59.0000,108.0000,23.0000,36.0000,34.0000,74.0000
Parque Sarmiento,14,1,23.0000,61.0000,8.0000,15.0000,9.0000,52.0000
AUBASA BA-LP,14,2,181.0000,253.0000,76.0000,105.0000,81.0000,172.0000
Laferrere,11,3,27.0000,71.0000,12.0000,15.0000,32.0000,39.0000
Las Heras,12,3,38.0000,127.0000,11.0000,27.0000,42.0000,85.0000
Maipu,2,4,13.0000,20.0000,10.0000,3.0000,3.0000,17.0000
Parque Sarmiento,5,4,42.0000,41.0000,21.0000,21.0000,13.0000,28.0000
Parque Sarmiento,7,4,138.0000,368.0000,67.0000,71.0000,82.0000,286.0000
Centenera,7,4,177.0000,245.0000,104.0000,73.0000,85.0000,160.0000
La Bandera,1,6,1.0000,19.0000,,1.0000,2.0000,17.0000
Alsina,6,7,76.0000,107.0000,53.0000,23.0000,48.0000,59.0000
Rosario Sur,9,2,18.0000,,7.0000,11.0000,,
America,23,3,13.0000,51.0000,1.0000,12.0000,11.0000,40.0000
AUBASA LP-BA,21,4,67.0000,49.0000,23.0000,44.0000,27.0000,22.0000
Olivos,1,6,17.0000,27.0000,16.0000,1.0000,11.0000,16.0000
Arroyo Seco,4,6,400.0000,236.0000,217.0000,183.0000,123.0000,113.0000
Lima,1,5,198.0000,116.0000,70.0000,128.0000,47.0000,69.0000
San Isidro,10,1,131.0000,212.0000,49.0000,82.0000,84.0000,128.0000
Villa Luro,19,5,66.0000,204.0000,35.0000,31.0000,54.0000,150.0000
Luis Viale,4,1,34.0000,72.0000,16.0000,18.0000,20.0000,52.0000
Maipu,8,1,48.0000,38.0000,43.0000,5.0000,7.0000,31.0000
Rivadavia,5,1,,,,,,
Buen Ayre,6,4,704.0000,381.0000,439.0000,265.0000,182.0000,199.0000
Bonpland,9,5,217.0000,526.0000,94.0000,123.0000,219.0000,307.0000
Quilmes,18,5,41.0000,246.0000,4.0000,37.0000,99.0000,147.0000
Quilmes,8,6,226.0000,445.0000,36.0000,190.0000,202.0000,243.0000
Buen Ayre,19,2,243.0000,543.0000,138.0000,105.0000,235.0000,308.0000
Santa Rita,21,2,14.0000,44.0000,8.0000,6.0000,12.0000,32.0000
Luis Viale,23,2,18.0000,42.0000,6.0000,12.0000,5.0000,37.0000
Quilmes,16,3,32.0000,199.0000,9.0000,23.0000,56.0000,143.0000
Laferrere,16,3,18.0000,61.0000,3.0000,15.0000,27.0000,34.0000
Gral Paz Capital,19,3,124.0000,297.0000,63.0000,61.0000,104.0000,193.0000
Gutierrez,21,3,14.0000,28.0000,6.0000,8.0000,14.0000,14.0000
Garay,16,5,111.0000,287.0000,53.0000,58.0000,65.0000,222.0000
Santa Rita,4,6,55.0000,36.0000,44.0000,11.0000,13.0000,23.0000
Parque Sarmiento,20,7,24.0000,71.0000,9.0000,15.0000,5.0000,66.0000
Santa Fe,22,7,,,,,,
Maipu,13,1,16.0000,57.0000,16.0000,,11.0000,46.0000
Ovidio Lagos,0,2,10.0000,54.0000,2.0000,8.0000,5.0000,49.0000
Quilmes,13,5,27.0000,142.0000,6.0000,21.0000,47.0000,95.0000
Alberdi,6,7,41.0000,1.0000,12.0000,29.0000,,1.0000
Lima,6,4,751.0000,753.0000,427.0000,324.0000,378.0000,375.0000
Ovidio Lagos,22,3,4.0000,13.0000,2.0000,2.0000,1.0000,12.0000
Olivos,4,5,38.0000,15.0000,37.0000,1.0000,8.0000,7.0000
Villa Allende,6,7,59.0000,121.0000,10.0000,49.0000,30.0000,91.0000
Los Incas,3,2,6.0000,1.0000,4.0000,2.0000,,1.0000
CASTROL MELI,23,3,,,,,,
Cabildo,5,2,31.0000,34.0000,26.0000,5.0000,20.0000,14.0000
Los Incas,12,4,54.0000,5.0000,36.0000,18.0000,2.0000,3.0000
Quilmes,14,4,22.0000,130.0000,1.0000,21.0000,49.0000,81.0000
El Club,20,4,35.0000,226.0000,15.0000,20.0000,95.0000,131.0000
Buen Ayre,7,5,1146.0000,753.0000,668.0000,478.0000,379.0000,374.0000
Gral Paz Capital,9,5,639.0000,719.0000,376.0000,263.0000,247.0000,472.0000
Arroyo Seco,13,5,438.0000,580.0000,210.0000,228.0000,145.0000,435.0000
El Club,1,6,39.0000,115.0000,25.0000,14.0000,15.0000,100.0000
Lima,8,6,1252.0000,1716.0000,675.0000,577.0000,783.0000,933.0000
Las Heras,8,6,161.0000,302.0000,79.0000,82.0000,138.0000,164.0000
Dialogos,11,7,50.0000,146.0000,33.0000,17.0000,67.0000,79.0000
Del Tejar,21,7,4.0000,66.0000,2.0000,2.0000,13.0000,53.0000
Congreso,22,7,26.0000,51.0000,8.0000,18.0000,9.0000,42.0000
Buen Ayre,5,2,366.0000,182.0000,201.0000,165.0000,59.0000,123.0000
La Carmela,23,2,15.0000,17.0000,8.0000,7.0000,3.0000,14.0000
Buen Ayre,11,3,502.0000,881.0000,229.0000,273.0000,296.0000,585.0000
Rosario Sur,12,3,6.0000,,3.0000,3.0000,,
Fisherton,18,3,41.0000,596.0000,17.0000,24.0000,4.0000,592.0000
Santa Rita,19,3,32.0000,120.0000,19.0000,13.0000,41.0000,79.0000
El Arco,22,3,9.0000,44.0000,1.0000,8.0000,14.0000,30.0000
Laferrere,23,3,8.0000,26.0000,4.0000,4.0000,12.0000,14.0000
Boulevard,7,4,202.0000,250.0000,121.0000,81.0000,93.0000,157.0000
Santa Fe,11,5,53.0000,35.0000,21.0000,32.0000,4.0000,31.0000
Gral Paz Provincia,18,5,281.0000,487.0000,163.0000,118.0000,193.0000,294.0000
Gutierrez,4,6,55.0000,46.0000,25.0000,30.0000,26.0000,20.0000
Floresta,4,6,21.0000,27.0000,4.0000,17.0000,11.0000,16.0000
Pilar,10,6,98.0000,319.0000,75.0000,23.0000,153.0000,166.0000
Florencio Varela,0,7,24.0000,70.0000,5.0000,19.0000,30.0000,40.0000
Quilmes,1,7,21.0000,34.0000,3.0000,18.0000,10.0000,24.0000
Ovidio Lagos,11,7,40.0000,228.0000,20.0000,20.0000,29.0000,199.0000
Buen Ayre,13,7,179.0000,285.0000,70.0000,109.0000,109.0000,176.0000
Zarate,19,7,29.0000,17.0000,21.0000,8.0000,10.0000,7.0000
La Carmela,3,1,31.0000,17.0000,14.0000,17.0000,7.0000,10.0000
Centenera,22,1,13.0000,15.0000,9.0000,4.0000,8.0000,7.0000
San Isidro,0,2,23.0000,56.0000,13.0000,10.0000,25.0000,31.0000
Garay,13,2,42.0000,105.0000,14.0000,28.0000,32.0000,73.0000
Garay,17,3,56.0000,257.0000,21.0000,35.0000,65.0000,192.0000
Villa Luro,7,6,192.0000,407.0000,126.0000,66.0000,175.0000,232.0000
America,14,2,26.0000,141.0000,14.0000,12.0000,22.0000,119.0000
Parque Sarmiento,0,3,16.0000,28.0000,12.0000,4.0000,8.0000,20.0000
El Club,3,4,13.0000,17.0000,5.0000,8.0000,4.0000,13.0000
Garay,8,5,127.0000,442.0000,79.0000,48.0000,161.0000,281.0000
Alsina,20,5,26.0000,41.0000,9.0000,17.0000,10.0000,31.0000
Del Tejar,20,1,15.0000,85.0000,8.0000,7.0000,26.0000,59.0000
Emilio Castro,2,5,20.0000,16.0000,19.0000,1.0000,8.0000,8.0000
Amanecer,2,1,25.0000,65.0000,7.0000,18.0000,23.0000,42.0000
Del Tejar,6,2,81.0000,221.0000,65.0000,16.0000,66.0000,155.0000
San Isidro,9,2,255.0000,463.0000,96.0000,159.0000,173.0000,290.0000
Maipu,6,7,47.0000,58.0000,46.0000,1.0000,22.0000,36.0000
Congreso,8,4,171.0000,291.0000,78.0000,93.0000,79.0000,212.0000
Ovidio Lagos,14,2,8.0000,131.0000,3.0000,5.0000,4.0000,127.0000
Bulnes,3,4,,,,,,
Arroyo Seco,18,4,895.0000,1063.0000,447.0000,448.0000,422.0000,641.0000
Bonpland,18,4,95.0000,343.0000,41.0000,54.0000,108.0000,235.0000
Alsina,9,5,112.0000,223.0000,67.0000,45.0000,88.0000,135.0000
El Arco,20,5,32.0000,139.0000,14.0000,18.0000,29.0000,110.0000
Buen Ayre,21,5,56.0000,87.0000,23.0000,33.0000,23.0000,64.0000
AUBASA LP-BA,23,5,50.0000,70.0000,16.0000,34.0000,20.0000,50.0000
La Carmela,0,6,29.0000,15.0000,15.0000,14.0000,4.0000,11.0000
Maipu,1,7,35.0000,73.0000,33.0000,2.0000,8.0000,65.0000
San Isidro,14,7,43.0000,105.0000,19.0000,24.0000,20.0000,85.0000
Congreso,20,7,27.0000,42.0000,14.0000,13.0000,4.0000,38.0000
Gral Paz Provincia,7,1,359.0000,538.0000,220.0000,139.0000,273.0000,265.0000
Luis Viale,13,1,18.0000,45.0000,6.0000,12.0000,9.0000,36.0000
Zarate Brazo Largo,13,1,44.0000,58.0000,15.0000,29.0000,18.0000,40.0000
